"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"Midtown East Gem with PRIVATE Terrace","Raanan","Midtown",16,530.9457505,360,2.92,"Bad"
"1 Bedroom (Queen) Mins From JFK and Casino","Iwona","Jamaica",5,76.92241424,152,2.57,"Neutral"
"East Village, Private Room","Kyle","East Village",1,146.609558,462,2.42,"Neutral"
"Clean room with private bathroom in Bushwick!","Leticia","Bushwick",1,90.19122685,421,3.96,"Neutral"
"Spacious Apt near UN Plaza 2 Queen size bed for 5","Cedar","Midtown",16,534.1076717,417,2.71,"Bad"
"Big Sunny Harlem Bedroom Furnished (EASTER WEEK!)","Taylor","Harlem",16,244.9583543,362,2.78,"Neutral"
"Magnificent Penthouse Suite in Midtown Manhattan","Arlen","Midtown",1,144.6784081,199,2.87,"Neutral"
"Home away from home","Jeff","Harlem",16,244.6446379,315,3.35,"Neutral"
"Room in prime location! Mins from LIC & Midtown!","Kazuya","Long Island City",5,86.44674333,315,4.29,"Good"
"Luxury new 1 bed apartment in East Williamsburg","Mindy","Bushwick",1,197.8842592,289,2.69,"Neutral"
"5mn location from Manhattan midtown","Abdoulaye","Long Island City",20,525.8504808,236,4.33,"Bad"
"Spacious 1 Bedroom Apt in Brooklyn","Justine","Crown Heights",1,195.9746035,170,2.87,"Bad"
"Room steps from Times Square","Liza","Hell's Kitchen",1,146.7526416,164,2.29,"Bad"
"Private Room for Pair in the Cozy Apartament","Kamil","Maspeth",5,82.70337455,232,2.73,"Neutral"
"Prime Location - Large Private Room","Richard","Hell's Kitchen",16,259.4868548,471,1.9,"Neutral"
"Family Studio beside Empire State #53","Alberto","Midtown",16,538.6926953,571,2.9,"Neutral"
"Bright room in quiet Brooklyn home","Miles","Kensington",1,263.5794532,335,2.91,"Neutral"
"Amazing 1BD in Harlem","Frances","East Harlem",16,516.7042205,345,4.33,"Neutral"
"Nice bright and quiet room near Prospect park","Marine","Crown Heights",1,265.5080895,570,4.96,"Good"
"Large Room for 2! Hipstest hood for summer!","Analá","Greenpoint",1,279.5421393,641,2.94,"Neutral"
"Brooklyn Large Private Bedroom Near Park","Chris","Crown Heights",1,90.49785906,353,3.16,"Good"
"Entire 3BR Private Apt 20min>Manhattan","Ettrick","Bedford-Stuyvesant",1,198.1164629,469,2.36,"Neutral"
"Bright and comfy, in the heart of Harlem","Gizzelle","Harlem",16,513.4932331,168,3.63,"Bad"
"Beautiful modern apartment located in Gramercy","Mckenzie","Kips Bay",16,538.1607577,267,3.35,"Bad"
"1 Bedroom Loft w/ Private Roof Deck","Alex","Greenpoint",1,281.4279502,249,2.89,"Bad"
"Sunny and Bright Space in Heart of East Village","Kristina","East Village",16,536.072203,180,2.9,"Bad"
"Neat and quiet space for you.","Gayle","Financial District",1,281.4971735,600,2.81,"Neutral"
"Sunny & Chic LES apartment","Nicholas","Lower East Side",16,264.3414221,234,3.52,"Neutral"
"Sun-filled Lower East Side Guest Room","Jeffrey","Lower East Side",16,263.9668701,240,2.24,"Bad"
"Large sunny private room downtown","Ingrid","Lower East Side",1,147.1164282,566,3.56,"Good"
"Cozy Room in the lovely neighborhood of Bed Stuy","Loreto","Bedford-Stuyvesant",1,91.38105108,447,3.97,"Good"
"Doorman Laundry One bedroom!5134","Jeremy & Laura","Hell's Kitchen",1,282.1338459,364,1.94,"Bad"
"Privet guest unit, great location Next to subway!","Maayan","Forest Hills",5,79.69896345,174,2.93,"Neutral"
"Ladies Shared Dorm Room (Top Bunk)","Torell","Bedford-Stuyvesant",16,251.3089266,198,3.48,"Bad"
"Sweet Spot In Manhattan NYC!","Lee","Harlem",1,264.3906242,387,2.88,"Neutral"
"Bright 2BR, terrace, best Bklyn Heights location!","Sarah","Brooklyn Heights",16,525.7509453,485,2.01,"Bad"
"Large Room in Brownstone, heart of historic Harlem","Tara & Carl","Harlem",16,248.1050492,513,2.49,"Neutral"
"A beautiful, and quiet place to stay in NYC!!!","Marjorie","Bellerose",5,82.42426931,278,2.7,"Neutral"
"Caribnb- Charming stay in a private 2 family home","Caribnb Hazel","Flatbush",1,87.75122381,359,4.67,"Good"
"Crown Heights 1 BR w/ Style","Landon","Crown Heights",1,196.6202276,261,3.15,"Neutral"
"Cozy, peaceful, and cute.","Ireen","Bay Ridge",1,87.1203196,341,2.55,"Neutral"
"Cozy room in Greenpoint, Brooklyn","Daniel","Greenpoint",1,99.104077,242,3.59,"Neutral"
"A true Sanctuary in Harlem NYC","Somaya","Harlem",16,512.1394202,223,2.57,"Bad"
"Completed New studio @ Luxury apartment","Luo","Long Island City",5,277.4876966,314,2.66,"Bad"
"""Oasis on The Park""","J","East Harlem",16,249.2765152,433,3.61,"Neutral"
"Cozy, walk to Central Park, Columbia & Morningside","Paul A","Harlem",1,131.8006609,195,2.85,"Neutral"
"Lovely private room with private bath in Brooklyn","Andrea","Bedford-Stuyvesant",1,93.8371306,182,4.52,"Neutral"
"Historic Townhouse 3bed 2bath * 1 block to subway","Jenny And Mark","Bushwick",1,195.9125389,236,3.9,"Neutral"
"Bedroom in Astoria 20min to Manhattan","Jucimara","Astoria",5,86.53350426,272,3.84,"Neutral"
"Sonder | Stock Exchange | Airy 1BR + Kitchen","Sonder (NYC)","Financial District",16,531.2293097,326,4.66,"Neutral"
"NYC Wyndham 1 bedroom Presidential Condo sleeps 4","Rich","Midtown",1,285.646876,211,3.44,"Bad"
"COZY ROOM IN EAST VILLAGE TO CRASH!","Chester","East Village",1,148.5025107,250,2.43,"Neutral"
"Studio - Midtown East","Myles","Murray Hill",16,265.7697396,433,2.14,"Neutral"
"Large Room in Brownstone Townhouse  (2nd fl)","Emilie","Bedford-Stuyvesant",1,90.64037019,363,2.75,"Good"
"Big and sunny room!","Tobias","Flatbush",1,263.403415,251,2.16,"Bad"
"Perfect cozy PRIVATE room!!","Koji & H","Chelsea",1,148.1049432,322,2.29,"Neutral"
"Reno 2BR~prime union squar~","Host","East Village",1,288.301609,421,2.19,"Neutral"
"Luxury Home away from home in NYC!","Marta","Middle Village",5,160.7868363,182,3.44,"Bad"
"Charming Brooklyn Artist's Room","Sarah","Crown Heights",1,91.24066473,167,3.77,"Neutral"
"BasementSolo Private bedRoom No 
Window in NYC, 2E","Luffy","Corona",5,79.48045307,461,1.72,"Neutral"
"Modern Bright Bedroom 30 seconds to Subway!","Lana","Long Island City",5,87.63547139,562,2.82,"Good"
"Jackson Heights Room Close to LGA","Kathy","Jackson Heights",5,82.57326633,203,2.7,"Neutral"
"Cozy 1BR Apartment in Heart of LES","Jason","Lower East Side",1,285.646876,647,3.86,"Neutral"
"Brand New Renovated East Williamsburg quiet apt","Ben","Bushwick",1,102.2045966,405,2.79,"Good"
"Warm & Spacious (not available)","Garth","Bushwick",1,130.0886565,181,2.57,"Neutral"
"Beautiful Bright Brooklyn BedRoom *20 Min to City*","Norma-Jean","Bedford-Stuyvesant",1,89.03771154,340,2.42,"Neutral"
"One Bedroom w/Huge Window & Ceiling","Mark","Chinatown",1,146.3974755,360,3.55,"Neutral"
"Sonder | The Nash | Polished Studio + Rooftop","Sonder (NYC)","Murray Hill",1,287.6022804,568,2.05,"Neutral"
"Quite boutique type time share","Victoria","Midtown",1,283.0228928,459,3.66,"Neutral"
"LUX Studio 10 mins to Central Park!!","Sasha","Harlem",1,263.8305487,476,4.85,"Neutral"
"Amazing 3BR Apartment - Incredible Location","Plamen","Chelsea",1,288.0992127,392,3.05,"Neutral"
"Large and Charming East Village Apt","Matin","East Village",16,535.0635839,158,2.77,"Bad"
"Spacious Serene Room Located in Prime E. Flatbush","Andre","East Flatbush",16,510.6832628,275,3.53,"Bad"
"Big Private Room w/ AC & 5 Blocks to 1 Train","Gia","Harlem",16,511.8234138,222,2.44,"Bad"
"SPACIOUS- 3 Bedroom Harlem gem 5 mins from train","Christian","Harlem",16,512.0898333,392,2.08,"Neutral"
"Midtown great location private Apt","George","Midtown",16,534.3633855,289,2.65,"Bad"
"Spacious Private Room/Full bath EAST VILLAGE","Tara","East Village",1,147.4891531,407,3.53,"Good"
"Cozy room with 3 windows.","Filip","Bushwick",1,89.91211586,159,2.92,"Neutral"
"Inspired by you - Astoria Enclave w/ Large Rooms","Jay And Katt","Astoria",5,167.7688046,488,4.14,"Neutral"
"Good, clean quite, and private!","Luis Enrique","Bushwick",16,246.282369,170,3.97,"Bad"
"SWEET PLACE IN BUSHWICK  3 BLOCKS FROM METRO STAT","Yesenia","Bushwick",1,194.0015259,543,3.53,"Neutral"
"In the heart of the LES a sunny and charming room!","Rafaela","Lower East Side",1,146.8246993,279,3.7,"Neutral"
"Bright & Spacious Chinatown Loft","Jaymie","Chinatown",16,534.5359104,166,2.87,"Bad"
"Bright Open 2BR In Charming Greenwich Village","Kevin","Greenwich Village",1,287.2137926,559,1.79,"Neutral"
"My little LOFT in Brooklyn :)","Blessing","Bedford-Stuyvesant",1,198.4347833,204,3.67,"Neutral"
"Charming 1br apartment in midtown","Michelle","Midtown",16,532.3382632,370,4.86,"Neutral"
"Astoria Queens. A Perfect Room to Stay in 3BR2BA","Kazuya","Astoria",5,85.63208104,458,3.65,"Good"
"Large Hell's Kitchen Home","Michael","Hell's Kitchen",1,145.8463898,307,2.07,"Neutral"
"Cozy shared apt in Midtown Manhattan","Jacob","Hell's Kitchen",16,200.1763889,517,4.85,"Good"
"Fully Updated Modern 1 Bedroom Apartment","Joan","Kensington",16,512.7367732,236,4.63,"Bad"
"Prime Midtown 2 Bdrm apt near Central Park & 5 Ave","Marjorie","Midtown",16,532.4918235,225,1.59,"Bad"
"Designer Fifth Ave 4BR 5Ba 6,000sf Modern Loft","Allison","Chelsea",18,537.9519023,345,3.19,"Bad"
"NYC - CLINTON HILL - FURNISHED ROOM","Walter","Clinton Hill",1,270.5157048,449,3.99,"Neutral"
"Habitación privada en Brooklyn.","Fede","Bushwick",1,93.07834803,190,2.97,"Neutral"
"The Perfect Brooklyn Heights Apt","Angela","Brooklyn Heights",1,204.3240785,389,3.62,"Neutral"
"Perfect studio in Midtown","Tugce","Murray Hill",1,287.9987989,266,2.34,"Bad"
"One of a kind big home in Queens","Madi","Jamaica Estates",5,83.5304699,222,3.03,"Neutral"
"Luxurious, modern, clean studio apt","Sanjay","Battery Park City",1,279.6034815,423,2.49,"Neutral"
"Charming room Chinatown Manhattan","Alexandra","Chinatown",16,262.9650095,473,4.77,"Neutral"
"Lovely Garden Apt. in Fort Greene.","Collin","Fort Greene",16,521.8791541,423,3.62,"Bad"
"3 Bedroom duplex in 2 Family House Brooklyn","Dem","Bedford-Stuyvesant",1,195.0686162,329,4.11,"Neutral"
"1 Bedroom in Bushwick APT","Sam","Bushwick",1,91.7999763,288,2.91,"Neutral"
"Sunny top floor of a brownstone","Annie","Fort Greene",16,252.0992389,383,4.15,"Neutral"
"Simple, Safe, Clean","Akiva","Midwood",1,85.2536001,375,4.64,"Good"
"Fabulous 3BR/3BA NoMad Midtown LOFT","Zoie + Chris","Midtown",2,289.4535862,187,2.86,"Bad"
"Contemporary Minimalistic Private room in Bed-Stuy","Kevin","Bedford-Stuyvesant",1,94.05627847,389,3.15,"Good"
"Spacious standalone room in the heart of Astoria","Larissa","Astoria",5,133.9233988,213,2.88,"Bad"
"Large Alcove Studio in the Heart of Chelsea","Anne","Chelsea",16,536.549284,350,2.46,"Neutral"
"BK Heights Apartment for cat lovers","Meredith & Dave","Brooklyn Heights",1,208.630575,310,4.04,"Neutral"
"2 Convertible Bdrms Great for 1-6","Adrianne","Harlem",16,513.7531671,597,2.26,"Good"
"Beautiful New Entire Parkview 3bed 2.5bath","Juhyun","Bushwick",16,514.7119843,656,2.86,"Neutral"
"Sunny, beautiful and spacious room in Midtown","Andrea","Kips Bay",1,149.8454055,182,3.53,"Neutral"
"Chic Designer Home Guest Studio","Maggie","Forest Hills",5,159.4987053,160,2.75,"Bad"
"One bedroom apt in Astoria, close to subway stop","Camila","Ditmars Steinway",20,515.6800529,195,2.84,"Bad"
"Soho 1 Bedroom Apartment Near Tons of Restaurants","John","Greenwich Village",1,287.310175,164,3.93,"Bad"
"Beach Lovers Dream!","Monika","Arverne",5,122.0980358,301,3.3,"Neutral"
"*NO GUEST SERVICE FEE* Luxury One Bedroom Suite w/ Free Continental Breakfast","Red Awning","Midtown",2,284.6164675,433,3.53,"Neutral"
"Strivers Row Studio","Ivonne","Harlem",1,263.8589921,238,2.81,"Bad"
"Spacious room in heart of Bushwick Madison 3R-3","Nina","Bedford-Stuyvesant",1,91.52413716,296,3.62,"Good"
"Cozy, beautiful doormen studio-","Hibo","Fort Greene",1,274.1147309,222,3.67,"Bad"
"Spacious LES Room& Private Backyard","Andrew","Lower East Side",16,263.529264,326,3.74,"Neutral"
"Stunning Lower East 2 Bed, Live New York Style!","John","Lower East Side",16,534.4494411,227,3.71,"Bad"
"Private room 25 min to Manhattan","Pavel","Flatbush",1,88.25927085,507,3.22,"Good"
"Private 1-bedroom in Gramercy/Union Square","Shreyasi","Gramercy",16,266.1903205,499,4.51,"Neutral"
"1 Bedroom - 1 Bathroom MIDTOWN,NYC","Eddie","Kips Bay",1,287.9987989,529,2.16,"Neutral"
"Lower East Side 1-Bedroom","Doug","Lower East Side",1,285.646876,334,4.77,"Neutral"
"Warm cozy green house","Careen","Bushwick",1,194.2849915,294,2.84,"Neutral"
"Authentic Style Private BR in Bedstuy Madison","Nina","Bedford-Stuyvesant",1,91.78127229,175,2.92,"Neutral"
"Central Park 1BR sunny condo","Per","East Harlem",1,268.3230785,317,3.71,"Neutral"
"Convenient Brooklyn Apartment for July 4th weekend","Katherine","Brooklyn Heights",16,255.8746734,368,2.79,"Neutral"
"Charming Colonial House in Brooklyn","Carolina","East Flatbush",16,511.4764849,442,4.82,"Neutral"
"Madison Avenue 1 Bedroom Suite","CRNY Monthly Rentals","Midtown",1,288.5061247,171,4.43,"Bad"
"Gramercy Townhouse","Brenda","Gramercy",3,288.200148,497,3.08,"Neutral"
"Sunny private room in Spanish Harlem art house","Kristy","East Harlem",1,131.6398804,315,4.37,"Good"
"2 bed Apartment close to Times Sq","George","Hell's Kitchen",16,533.361939,523,3.09,"Neutral"
"Sonder | 116 John | Comfortable 1BR + Gym","Sonder (NYC)","Financial District",1,282.0618661,373,4.37,"Neutral"
"Bright new apt in a luxury building","Dorit","Bedford-Stuyvesant",1,195.1814773,363,3.65,"Neutral"
"Your Home 安全舒適的家
 12 mins Manhattan","Anting","Greenpoint",1,210.5163859,194,3.75,"Neutral"
"Artsy Cozy Little Italy Apt! PRIME LOCATION!","Antonio","Little Italy",1,286.1849218,178,3.26,"Bad"
"Cozy apartment, amazing location!","Weronika","Lower East Side",16,534.7978306,503,3.17,"Neutral"
"Love Nest, Just for 2","S.","Bushwick",1,193.664968,696,2.6,"Neutral"
"Large Bedroom in 2 Bed Apartment Brighton Beach","Anna","Brighton Beach",1,83.64703981,388,2.84,"Good"
"Cozy ""Jr."" 1B, historic brownstone","Seth","Crown Heights",1,196.8689539,614,2.93,"Neutral"
"Serene Flat on Tree-Lined Harlem Street","Alex","Harlem",1,264.6395197,502,4.38,"Neutral"
"Master Garden Suite @ Northern Lights Mansion","Diane","Harlem",18,247.741667,685,4.2,"Good"
"Stunning Private Room in Awesome BK","Lauren","Bedford-Stuyvesant",1,93.885356,398,3.91,"Good"
"Sonder | 180 Water | Contemporary 1BR + Rooftop","Sonder","Financial District",16,532.110505,404,3.83,"Neutral"
"BRIGHT SUNNY LOFT","Colin","Bedford-Stuyvesant",1,95.01861722,163,3.02,"Neutral"
"Studio Apt in the heart of Bushwick","Alonzo","Bushwick",16,517.0655786,582,2.68,"Bad"
"Beautiful Brooklyn Brownstone!","Stephanie","Bedford-Stuyvesant",1,197.6823834,358,4.98,"Neutral"
"SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!","Eleanor & Kameon","Bedford-Stuyvesant",1,193.4790599,161,2.53,"Bad"
"Quiet, sunny Greenpoint apartment perfect for 4","Julia","Greenpoint",1,210.6551309,512,3.18,"Neutral"
"Cozy bedroom in downtown Manhattan","Dominik","Civic Center",16,263.1040722,273,2.15,"Bad"
"Beautiful bright 1 bedroom in Greenwich Village","Cat","Greenwich Village",1,287.5044151,166,2.72,"Good"
"5 Star Luxury Suite Heart of Manhattan","Alyssa","Midtown",3,283.7218676,465,3.41,"Bad"
"MASSIVE Studio Space","Savannah","East Harlem",16,519.0543497,280,3.64,"Bad"
"One of a kind Loft in Brooklyn","Saira","Crown Heights",1,198.2214439,636,2.96,"Bad"
"Nice room near Manhattan in a safe neighborhood","Robertina","Jackson Heights",5,82.01886577,330,1.6,"Neutral"
"Cozy One Bedroom Apartment in Astoria, NYC","Israel","Astoria",5,166.6840804,176,2.51,"Bad"
"Spacious apartment near East Village and LES","Stephen","East Village",1,285.3836873,443,3.33,"Neutral"
"Studio apartment by Columbus Circle","Deborah","Hell's Kitchen",1,282.6466814,312,1.79,"Bad"
"Lovely,Cozy,bright,beautiful room **only female**","Sunny","East Flatbush",1,87.78168714,249,3.57,"Good"
"Astoria 48 street and 30 ave ny","Eliahu","Astoria",5,165.6379331,262,3.43,"Neutral"
"Renovated Harlem Brownstone Apartment","Tysun","Harlem",1,263.9594231,236,2.42,"Bad"
"Trendy King Bedroom w/private Bath in Bushwick","Noel","Bushwick",1,92.22336914,165,2.03,"Neutral"
"Newly Renovated Soho Apt: 2 bedroom/2 bathroom","Jack","Greenwich Village",1,287.0224843,359,4.17,"Neutral"
"downtown brooklyn dream stay","Sandra","Downtown Brooklyn",1,206.4174324,189,3.03,"Bad"
"Spacious 1st floor apartment in fantastic location","Ragi","Astoria",5,167.2389978,359,2.55,"Neutral"
"Comfy pad","Alexandra","Brighton Beach",1,83.47165475,235,3.46,"Neutral"
"Premium FiDi 1BR w/ Roofdeck, Gym + Doorman near Wall St. by Blueground","Blueground","Financial District",16,530.3253518,258,2.01,"Neutral"
"Charming studio with Manhattan view.","Maria","Greenpoint",1,99.31031768,228,4.21,"Neutral"
"Great room in an amazing loft - style apartment","Hannah","Gramercy",16,266.0207773,169,3.45,"Bad"
"Private Bedroom in Lovely Astoria Home","Kerith","Astoria",5,86.10965781,269,3.11,"Neutral"
"A Gem Studio Apartment 
Astoria,NYC","Tony","Astoria",5,267.1388704,297,2.35,"Bad"
"Cozy Efficiency Studio on Best West Chelsea Block!","Zach","Chelsea",1,285.1242765,249,4.22,"Neutral"
"Haven in the Heights: stylish home away from home","Alexandra","Crown Heights",1,195.2958705,173,4.02,"Bad"
"Brooklyn Designer 3 Bedrms free parking","Ruth","Bushwick",1,193.2976046,469,4.76,"Good"
"Private Room in Sunlit & Art-filled Apartment","Dave","Bedford-Stuyvesant",1,93.50690142,286,2.26,"Neutral"
"MADISON SQ - COZY KING ROOM","Gabriel","Hell's Kitchen",16,262.9650095,405,4.66,"Neutral"
"Harmony House 1 on Madison Street","Garnet","Bedford-Stuyvesant",1,90.81854085,277,2.98,"Neutral"
"775 sqft Park Ave. Suite near Flatiron & Union Sq","Royalton Park Avenue","Midtown",16,267.0653091,501,2.33,"Neutral"
"25 min to Manhattan: Bed in quiet apartment","Anchor","Bedford-Stuyvesant",1,60.63906849,407,3.17,"Bad"
"Cozy Manhattan apartment!","Kelli","Greenwich Village",1,288.0992127,828,4.52,"Good"
"Brooklyn Room Close to Manhattan","Malachi","Bushwick",1,90.83496108,314,3.57,"Good"
"Home away from home","Eve","Cambria Heights",5,76.39637581,233,3.05,"Neutral"
"Excellent Private Room","Ann","Bedford-Stuyvesant",1,93.5533047,200,3.42,"Neutral"
"Midtown West - Sunny Queen Room","Gabriel","Hell's Kitchen",1,145.7118076,158,3.29,"Neutral"
"Private Room In Hamilton Heights","Sigal","Harlem",1,128.1093513,680,2.17,"Good"
"Private Bedroom B in Bushwick Minutes from Subways","Ariel","Bushwick",1,90.05758243,390,2.21,"Neutral"
"Fort Greene Gem","Sandra","Fort Greene",1,203.3692809,309,2.25,"Neutral"
"Lovely Guestroom in Elevator Building","Mark","Crown Heights",1,90.73700075,172,2.61,"Neutral"
"Couch or space in shared apartment","Lisa","East Village",16,535.1530347,180,2.82,"Bad"
"Greenwich Village - BEST NEIGHBORHOOD","Simon","Greenwich Village",16,536.2615934,161,2.31,"Bad"
"A large 1-bedroom apartment","Olga","Inwood",1,258.7147881,235,2.41,"Bad"
"STUDIO LowerManhattan this week!","Natalia","Financial District",16,531.445251,331,1.62,"Bad"
"Amazing 3 bedrooms in East Village","Lana","East Village",16,535.0635839,172,2.7,"Bad"
"Amazing 1 Bedroom Greenwich Village","Scott","Greenwich Village",16,536.3570059,527,2.13,"Bad"
"4 min walk to Times Square, close to everything!","Rob","Hell's Kitchen",16,262.1573638,599,3.76,"Neutral"
"Charming Pad in Prime Bushwick","Natalie","Bushwick",1,92.69180854,293,2.22,"Neutral"
"Amazing ONE bedroom. Lots of light and style","Wendy","Greenwich Village",16,536.4529016,183,3.02,"Bad"
"HARLEM ROCKS/BEST APARtMENT","Maxime C/Armande C","East Harlem",1,265.4029021,340,3.82,"Neutral"
"Entire Greenpoint / North Williamsburg Gem","Lola","Greenpoint",1,209.6427848,185,4.61,"Neutral"
"NYC Chelsea Luxury 1BR Apt","Kara","Chelsea",16,538.0560545,741,2.94,"Good"
"Sunny huge FiDi loft w water views","Julia","Financial District",16,529.3424156,248,3.75,"Bad"
"The Heart of BedSty","Gwendolyn","Bedford-Stuyvesant",1,199.1608781,336,3.4,"Neutral"
"226 E 29th St, NY - Super Bowl","Andrew","Kips Bay",18,538.0560545,284,3.72,"Bad"
"Studio apartment 10minute to JFK 20m to Manhattan","Eddie","Briarwood",5,156.7030822,360,2.77,"Neutral"
"Entire Floor of Brooklyn Brownstone","Julie","Bushwick",1,89.32061152,338,2.71,"Good"
"Cozy 1 bed Apt in Hell's Kitchen!","Paulo","Hell's Kitchen",16,531.7376416,501,3.38,"Neutral"
"5th ave & Broadway nr Times Square","Feli","Midtown",16,538.5851699,190,2.47,"Bad"
"Amazing Private Room in the Heart of Manhattan","Matt","Little Italy",1,147.7172165,302,2.05,"Neutral"
"Bluebird Hell's Kitchen 1-BR Apt + Zero Edge Pools","Bluebird","Hell's Kitchen",17,531.5178656,285,2.88,"Bad"
"ENTIRE home - Modern, huge, sunny 2BD","Alex","Harlem",1,265.9801805,554,2.4,"Neutral"
"Private, Sunny Room in East Village","Michelle","East Village",1,148.7459319,300,2.48,"Neutral"
"2-bedroom in the heart of the EV!","Mario","East Village",16,536.072203,386,4,"Neutral"
"Sunny Room in Charming Bed-stuy Apartment","Laina","Bedford-Stuyvesant",1,195.8509092,279,2.58,"Neutral"
"Walk to CENTRAL PARK and TIME SQUARE!!!!","Chris","Midtown",1,143.2036837,291,1.72,"Neutral"
"Cute and cozy space in Chinatown","Erika","Chinatown",1,146.8246993,387,2.58,"Neutral"
"Gorgeous Greenpoint:  Sublet April 10th - 27th","Rachel","Greenpoint",1,208.030515,292,2.38,"Neutral"
"Quiet Studio in Midtown manhattan","Stanley","Murray Hill",16,536.9397565,472,4.47,"Neutral"
"Quiet, Private room in Brooklyn Brownstone","Malik","Bedford-Stuyvesant",1,90.38898759,338,3.52,"Neutral"
"Private Loft Apartment","Allison","Long Island City",5,177.6628174,239,3.82,"Neutral"
"Midtown Boutique Hotel - Cozy Single","Erin","Chelsea",1,148.7459319,222,3.06,"Neutral"
"COLUMBUS CIRCLE~FULLY FURNISHED!!!","Mike","Hell's Kitchen",16,530.3253518,255,3.07,"Bad"
"Sonder | 21 Chelsea | Vibrant 1BR + Rooftop","Sonder (NYC)","Chelsea",1,288.5061247,491,2.71,"Neutral"
"Studio: Heart of Harlem w backyard","Henna","Harlem",1,265.0119797,336,3.33,"Neutral"
"Beautiful 1 Bedroom  NYC Apartment - River Views!","Kara","Hell's Kitchen",16,531.6640588,155,3.82,"Neutral"
"Bushwick Apartment with Access to L and M Trains","Oliver","Bushwick",1,91.67000161,168,4.58,"Neutral"
"Harlem's House of the Rising Sun","Toby Steven","Harlem",16,246.8088121,243,4.15,"Neutral"
"Charming and cozy one-bedroom on Upper West Side","Rosemarie","Morningside Heights",1,265.0285827,435,2.79,"Neutral"
"Nice & Sweet Apartment in Manhhatan","Liu","Harlem",16,516.0426209,295,2.79,"Bad"
"The Cozy Brooklyn Studio II; limited time offer","Rhonda","East New York",1,191.7204019,401,3.04,"Neutral"
"Walking distance  to LaGuardia airport","Maya","East Elmhurst",5,263.0005769,176,3.19,"Bad"
"Private 1 bedroom studio bed and breakfast","Regina","Bedford-Stuyvesant",1,91.32809395,453,3.61,"Neutral"
"Designer's Large 1BR in Chelsea","Sam","Chelsea",1,287.6022804,462,2.69,"Neutral"
"Furnished Studio in Midtown Manhattan","Stanley","Murray Hill",16,537.237908,391,3.65,"Bad"
"Cozy, private room in Morningside Heights","Mahnoor","Morningside Heights",16,246.9079457,300,4.64,"Neutral"
"Spacious Private Room by the East River","Joanna","East Harlem",1,133.6229836,580,2.31,"Good"
"Double Bedroom in Modern Manhattan Apartment","Jessie","Gramercy",16,265.8529864,319,2.48,"Neutral"
"Gorgeous Spacious 1BR in Prime Lower East Side","Ani","Lower East Side",16,534.6227964,254,2.71,"Bad"
"Cozy apartment in Brooklyn","Emelie","Bedford-Stuyvesant",16,517.4655598,612,3.99,"Neutral"
"Private Room In Brooklyn,","Nessim","Bensonhurst",1,85.34026843,336,2.03,"Neutral"
"NYC Studio in Heart of Times Square","Michael","Hell's Kitchen",1,282.6466814,564,2.3,"Neutral"
"Livingroom near Columbia University in Manhattan","文清","Harlem",1,98.99712341,257,3.02,"Neutral"
"Sublet: $490/Wk","Amarie2131","Lower East Side",16,535.0635839,280,2.26,"Bad"
"Bright Room in Bushwick","Jacob","Bushwick",1,90.07230282,275,2.15,"Bad"
"Home away from home","Jamie","Long Island City",5,168.2370132,250,4.18,"Neutral"
"Bright, cozy East Village apartment","Kacy","East Village",1,287.7006475,335,3.86,"Neutral"
"Great one bedroom loft space in Manhattan","Simsim","Chinatown",16,534.2777407,169,2.05,"Bad"
"Full apt for 6 in a conveniently located area","Dawa & Phurpa","Jackson Heights",5,162.8733573,638,2.23,"Neutral"
"SPACIOUS 1 BED AMAZING VIEW","Adam","Murray Hill",16,536.3570059,384,4.79,"Neutral"
"Entire Brooklyn Brownstone Apartment with Laundry","Obed","Fort Greene",1,202.560178,387,2.62,"Neutral"
"Elegant 4 Bedroom 2.5 Bath with Contemporary Charm","Charmine","Crown Heights",1,194.6141897,298,3.69,"Neutral"
"Chic Bedford Studio","Sophia","Bedford-Stuyvesant",1,269.8435046,578,4.7,"Good"
"New 2 Bedroom Totally Private Brooklyn Apartment","Hoover","Cypress Hills",1,190.6327129,334,2.89,"Neutral"
"The Brooklyn Waverly","Sahr","Clinton Hill",1,200.3216796,268,3.45,"Neutral"
"Beautiful sunny studio.","Atherly","Flatbush",1,88.30368699,310,4.57,"Good"
"MANHATTAN Studio 10 SECONDS Walk to Subway","Bond","East Harlem",16,516.5941601,358,4.31,"Neutral"
"Westside Haven, Comfortable & Convenient !","Shaquana","Harlem",1,267.4429925,349,3.61,"Neutral"
"Mins to Manhattan and Williamsburg!","Sachiko","Long Island City",5,103.7332142,304,2.45,"Neutral"
"Contemporary Brooklyn living 20 min from Manhattan","Rachael","Fort Greene",1,136.1865603,482,3.02,"Good"
"Quiet room in Bushwick Apartment above Jefferson L","Andrew","Bushwick",1,93.01264823,427,2.42,"Good"
"Enjoy One of a Kind Spectacular NYC Views","Nick","Battery Park City",1,280.2308446,212,3.54,"Bad"
"Clean, private bedroom in Bushwick","Saif","Bedford-Stuyvesant",1,90.72080404,536,3.13,"Good"
"Bedroom + Ensuite Bath + Backyard in Bedstuy","Kristin Page","Bedford-Stuyvesant",1,89.72761192,485,4.25,"Good"
