id,name,host_name,neighbourhood,floor,price,footage,avgreview
10789,Apt. & the City.,Fernando,Sunnyside,5,201.5833587,369,2.8
10790,Big Room @ the Heart of Brooklyn!!,Mariano,Williamsburg,1,278.8249078,316,3.76
10791,Large Open Brooklyn Loft,Kirsten,Bedford-Stuyvesant,1,201.0548174,437,2.89
10792,Great East Village 1BR In Prime Location,Andrew,East Village,16,536.3570059,352,3.1
10793,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",Taz,Hell's Kitchen,1,146.9698591,189,3.67
10794,"West 74th Street, Svcd Studio Apartment",Ken,Upper West Side,1,275.9770769,327,2.18
10795,Giant Sunny East Williamsburg LOFT!,Kim,Williamsburg,1,135.1319822,182,3.85
10796,Convienent Entire Upper Manhattan Apartment,Terry,Washington Heights,16,510.916029,515,2.68
10797,Sunny bedroom in Williamsburg,Christine,Williamsburg,1,99.82099422,332,4.29
10798,Glamorous one bedroom Nolita.,Mike,Little Italy,1,286.0038149,366,3.94
10799,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",Paula,Inwood,1,124.703065,277,2.72
10800,Hillside Hotel,Hillside Hotel,Jamaica,5,78.08356803,180,1.96
10801,2 Bedroom Garden Level Apartment,Kenny,Bushwick,1,194.6852328,342,3.62
10802,Private room in Astoria... 20 min to the city.,Sherry,Ditmars Steinway,5,84.15402925,563,2.76
10803,BRIGHT AND NEW! 3beds/2baths-Everything you need!,Carmela,Bushwick,1,194.9388404,303,4.62
10804,The East Village Home: The Summer Getaway,Roni,East Village,16,264.0410497,381,3.91
10805,2nd floor of 2-family house available for December,Carol,Astoria,5,201.5114705,273,2.31
10806,Colorful Bed Stuy studio apartment,Ben,Bedford-Stuyvesant,1,197.0074949,436,2.1
10807,A Piece of NYC,Seneca,Upper West Side,16,528.5383383,337,2.03
10808,"Sunny, modern apartment in Lower East Side",Ayesha,Lower East Side,1,146.9698591,342,2.99
10809,Charming Midtown East 1-bedroom,Laura,Midtown,16,532.8818878,627,3.21
10810,Bellerose home 15 min both airport,Tamara,Bellerose,5,76.17357153,564,2.8
10811,Cool and cozy room in the Heights,Sean,Washington Heights,16,242.4310857,344,3.49
10812,Cosy Room in Ridgewood/Bushwick,Francesco,Ridgewood,5,266.7012743,322,3.88
10813,Location  Queen Elena,Petya,Maspeth,5,131.3965054,265,4.4
10814,Book filled nook,Rhianna,Prospect Heights,1,268.4698783,559,4.67
10815,Sunny large private room in Park Slope,Susan,Park Slope,1,94.18043816,206,4.14
10816,Stunning 2BR Apartment in Top Location,Debbie,Park Slope,1,132.7408625,316,4.26
10817,New Law in New York | NO  rentals under 30 days..,Lancelot,Carroll Gardens,1,200.4188555,209,3.09
10818,Simple Williamsburg room in prime location!,Christine,Williamsburg,1,101.2525739,265,2.1
10819,Super Charming 1 Bedroom  in the Heart of Chelsea,Dani,Chelsea,1,288.0992127,191,4.07
10820,Private 1 Bedroom Apartment SLEEPS 4 -Close to All,Shanie,Jamaica,5,156.4431837,451,2.71
10821,The Brooklyn Blue House 4,Giana,Canarsie,1,86.11548331,288,2.46
10822,Your own Midtown Manhattan Apt & private Garden,Chantelle,Murray Hill,16,536.549284,634,3.91
10823,LUXURY DOORMAN STUDIO ON EAST 44th STREET,Ruchi,Midtown,1,286.0941459,308,2.67
10824,MANHATTAN BEAUTIFUL FIRESCAPE ROOM,Ale,Harlem,16,245.6188819,329,3.18
10825,Howard Johnson JFK NYC,Danlin,Jamaica,5,76.86189458,384,3.28
10826,"Monthly+. Quiet, Upscale Neighborhood",Joseph,Upper East Side,16,253.4260588,475,3.49
10827,BROOKLYN BEDSTUY PIED-A-TERRE,Amy,Crown Heights,1,195.6086507,356,2.29
10828,Chelsea Artist's Apartment,Felicity,Chelsea,17,537.1380119,647,3.07
10829,New! Entire studio apartment with lofted bedroom!!,Kevin,Ridgewood,5,164.573937,387,4.91
10830,"Prime Williamsburg Modern Charm, steps to park",Natasha,Greenpoint,1,207.2850737,313,4.01
10831,"Clean & Quiet BR in Sunset Park, BK","Porfirio ""Firo"" & Maria",Borough Park,1,263.7039113,192,4.6
10832,Beautiful Brooklyn Vacation Rental,Rachel,Crown Heights,1,193.9525447,261,2.88
10833,Private Comfortable Room near Subway,Sonia,East New York,1,86.83067721,400,3.53
10834,Stunning 2 Bed 15 min from Midtown w/ Backyard,Linda,Astoria,5,167.5423758,285,3.37
10835,Charming Bdrm Mins from Lively LES,Rachel,Lower East Side,16,262.2229696,156,2.84
10836,Brooklyn charming studio apartment!,James And Laureta,Bedford-Stuyvesant,1,198.763512,199,2.13
10837,"Cosy Midtown New York Place, Ideal for 1 Person!",Xue,Chelsea,1,286.4599527,321,3.6
10838,Cosmopolitan Brownstone Sanctuary,Stelian & Deanna,Bedford-Stuyvesant,1,196.487351,253,3.8
10839,"Spacious, charming studio",Yelena,Upper West Side,1,271.2979326,401,3.28
10840,Private Rooms in Brooklyn,Lana,Bay Ridge,1,87.05753113,177,3.65
10841,Large 2-bedroom 2-bath Apt by Central Park,Vladimir,Harlem,16,517.1117584,345,4.12
10842,SUNNY & QUIET STUDIO NEAR CENTRAL PARK UPPER EAST,Inna,Upper East Side,1,277.1720699,552,3.09
10843,"Bright Room, next to subway, 15 mins to NYC",Sasha,Bushwick,1,93.74147801,522,2.47
10844,Modern Bushwick Apt,Claire,Bushwick,1,197.5336907,392,2.85
10845,Spacious and Amazing Location!,Ashley,Kips Bay,1,288.9216487,313,4.52
10846,Light Flooded Artist Loft in Brooklyn,Heather Nadine,Bedford-Stuyvesant,1,201.0204343,397,2.75
10847,APT-2:Room 1,Mo,Brownsville,1,88.04211162,484,3.86
10848,Astoria-Private Home NYC-,Gladys & Bob,Astoria,5,166.4054112,435,2.34
10849,Romantic room with private entrance,George,Harlem,1,131.1444385,375,2.59
10850,Studio in the Heart of Wall Street,Jen,Financial District,1,281.4971735,282,3.7
10851,E.village Uber cool Ensuite room,Campbell,East Village,1,285.646876,469,1.73
10852,Spacious Studio steps from Central Park,Jeffrey,Upper West Side,16,527.6610974,321,2.18
10853,Huge Authentic NYC Home In Fun Soho District,Allyson,Nolita,16,536.1666603,272,3.12
10854,Great modern apt in Williamsburg,Bridget,Williamsburg,1,207.2292788,388,4.32
10855,Clean cozy room central historic gay best area,Mike,Greenwich Village,1,148.9102985,737,2.68
10856,Chelsea studio,Dimitri,Chelsea,16,535.4240309,671,3.11
10857,Brooklyn private luxury room with private bathroom,Alan,Bedford-Stuyvesant,1,91.11998174,271,3.18
10858,Cozy room + bright apartment + rooftop lounge,Cindy,Ridgewood,5,82.36690939,578,3.09
10859,Forest Hills home shares its breathtaking beauty,Nate,Forest Hills,5,86.77125728,432,2.71
10860,LARGE 1BR WITH AMAZING VIEWS!!,Hans,Chelsea,16,538.3718351,267,3.29
10861,Bright Private Balcony Apartment in Midtown,Nona,Midtown,16,538.478218,463,4.11
10862,Designer Downtown Loft,Hampton,East Village,1,288.4035999,232,4.1
10863,Darian Place,Benjamin,East Harlem,16,517.417612,536,3.73
10864,Entire Apartment in South Slope,Erin,South Slope,1,196.487351,772,3.1
10865,Little hideaway at the East Village!,Carissa,East Village,16,263.7464815,361,3.37
10866,"Cozy Private Room in Astoria, near LGA and Midtown",Shampa,Astoria,5,84.16940341,367,2.89
10867,Sunny 1BED in Heart of Williamsburg,Molly,Williamsburg,1,207.3410844,421,2.47
10868,1 BR apartment sublet.,Tassili,Harlem,1,266.4804883,171,2.57
10869,"Spacious, comfortable, UES private room",Lauren,Upper East Side,16,527.775093,395,2.27
10870,Private Brooklyn Basement Apartment,Majd,Windsor Terrace,1,193.6180646,340,3.32
10871,Duplex great stay City center,Alan,Flushing,5,157.8730833,776,3.23
10872,Spacious Room in Sugar Hill,Douglas,Washington Heights,1,127.5339374,597,2.93
10873,For Female Cozy Shared Room in Midtown West,Demir,Hell's Kitchen,1,111.5504468,561,1.62
10874,NYC HUB XL @ 900ft from subway; 30 min to Midtown,Jeff,Jamaica,5,155.2832838,368,4.92
10875,East Village Bedroom in Duplex!,Pj,East Village,1,148.2627685,338,2.37
10876,Private 1 bd Apt 1 blk off the J,Quinn,Bushwick,1,197.0541365,221,2.91
10877,Sonder | 116 John | Simple Studio + Gym,Sonder (NYC),Financial District,17,531.6640588,234,3.26
10878,Queens Garden,Raquel,Kew Gardens,5,188.890925,362,3.14
10879,Charming 1br in of NYC's best Neighborhood!,Jon,NoHo,1,287.310175,626,2.28
10880,Designer Madison Ave Studio with Brand New Kitchen,Chris,Upper East Side,16,521.0007406,355,3.06
10881,Spacious NYC apt by CENTRAL PARK!,Shira,Upper West Side,16,519.2538413,346,3.49
10882,West Village 2 Bed & Private Roof,Somar,West Village,2,286.6455928,206,2.83
10883,"PRIME LOCATION, Private 2BR in UNION SQUARE",Marcelo,East Village,16,537.3383217,317,2.1
10884,"Room in Bushwick, Brooklyn",Camilla,Bushwick,1,132.6395666,214,2.27
10885,Sonder | 116 John | Cozy Studio + Laundry,Sonder (NYC),Financial District,1,282.871396,169,2.33
10886,Queen Bed Artist Apt by Bushwick w/ Piano & Guitar,Eunice,Ridgewood,20,513.9580942,325,4.74
10887,Garden mini apt minutes from Manhattan (studio),Jean,Forest Hills,5,159.0890958,605,3.55
10888,"14 min to Columbus Circle, 20 min to Times Square",Johannes,Harlem,16,244.8757086,539,3.17
10889,Huge Room  15 min to Grand Central,Michael,Sunnyside,20,522.0260987,569,4.43
10890,天使的温暖,Keqin,Flushing,5,78.34573399,559,1.89
10891,"No security req,great price,new queen bed!",Miguel,Bedford-Stuyvesant,1,197.4601978,247,3.39
10892,Newly Renovated Studio Near Manhattan,Zia,Woodside,5,166.1588528,275,3.06
10893,TRENDi Artistic Duplex with Backyard Sleeps 10ppl,Trendi,Harlem,1,265.3681413,167,3.34
10894,Most walkable location for fun,Justin,Greenwich Village,1,148.5832382,221,2.8
10895,SPACE FOR 8,Karece,Bedford-Stuyvesant,1,197.5830004,225,4.22
10896,Beautiful Upper West Side,Michael,Upper West Side,16,525.8006224,393,2.86
10897,汤母小屋,Dong Ming,Flushing,5,125.6105447,254,3.65
10898,1 lovely bedroom in the heart of Midtown Manhattan,Guillaume,Midtown,16,261.5801506,414,3.63
10899,Beautiful Duplex Apartment,Brenda,Park Slope,1,197.2192324,234,4.2
10900,Luxury Bushwick design suite 15 min to Manhattan,Ana,Bushwick,1,94.28103753,158,3.09
10901,Comfortable Suite/Apartment in Manhattan,Tong,Morningside Heights,1,267.2463119,303,3.45
10902,Great budget private room,Estevan,Bedford-Stuyvesant,1,91.41656648,251,2.15
10903,Private Cozy Bedroom with Patio,A,Kips Bay,16,266.5347751,267,2.63
10904,Large stylish Mid Century Duplex in Clinton Hill,Valeska,Clinton Hill,1,200.0666752,180,4.74
10905,Cozy Brooklyn Home with an Artistic Twist,Shilpa,Bushwick,1,88.83968409,189,2.09
10906,Sublet entire apt in Brooklyn,Laszlo Jakab,Brooklyn Heights,1,205.5507752,221,2.86
10907,Luxury Two-Story Loft in Clinton Hill/Bed-Stuy!,Ibada,Bedford-Stuyvesant,1,200.3216796,247,2.55
10908,Budget apt in PRIME HARLEM NYC location,Courtney,Harlem,1,262.9127644,362,4.08
10909,Upper East Side private bedroom near Central Park,Jen,East Harlem,16,518.6124462,221,2.4
10910,Garden Apartment of Eden,Robert,Bedford-Stuyvesant,1,198.354247,381,3.8
10911,Ladies Dorm Shared Room (Single Twin Bed),Torell,Bedford-Stuyvesant,1,64.47484643,402,3.25
10912,20 steps to subway!!,Vik,Long Island City,5,170.747255,237,3.48
10913,Studio apartment - Harlem heart,Olivier,Harlem,1,265.1121249,328,2.02
10914,Vibey Artist Studio - Heart of Lower East Side,Martha Nicole,Lower East Side,16,535.5152551,278,3
10915,391 Hancock Street,Gool-Jitzu,Bedford-Stuyvesant,1,196.8460632,327,2.18
10916,YOUR HOME FOR THE HOLIDAY,Chris,Washington Heights,16,509.3007289,318,4.62
10917,Economy Queen Bed in Caribbean Crown Heights 2SL,Yan,Crown Heights,1,88.90089235,438,2.55
10918,Cozy Williamsburg Room on the Rooftop,Federico,Williamsburg,1,98.01472865,542,3.83
10919,Hell's Kitchen 1 Bedroom,Danielle,Hell's Kitchen,16,532.1860832,359,4.63
10920,"Beautiful, private 1 BR Apt in Hamilton Heights",Stephanie,Harlem,1,262.7404592,351,3.51
10921,BEDROOM2 FOR RENT  10min from Manh,Helene,Bedford-Stuyvesant,1,92.56693674,385,4.45
10922,"Designers apartment on the Upper East, 2 entrances",Tara,Upper East Side,16,520.3760283,501,3.88
10923,Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,Chantal,East Flatbush,1,191.684624,453,1.72
10924,Cozy Private Room in Prime Location,Jany,Elmhurst,5,81.4336354,223,3.05
10925,Sunny Loft Studio on 46th and 10th,Megan,Hell's Kitchen,16,532.110505,215,3.14
10926,Hunters Hideaway,Richard,Rockaway Beach,5,153.6701665,318,3.44
10927,Family Friendly 2 BR in Park Slope Brooklyn,Andrea,Park Slope,1,197.5091304,170,2.51
10928,Modern west village one bedroom,Albert,West Village,16,535.6069309,336,3.74
10929,NYC Beachfront Getaway,Jackee,Arverne,5,153.4608289,631,4.84
10930,★1800ft²/195m²★3-Levels★Deck★Walk Score 96★Office★,Arlene,Greenpoint,1,204.5513209,472,4.23
10931,2 BR Apt in Luxury Building - UES,Shane,Upper East Side,1,272.1049627,168,3.16
10932,The Empress den,Nazesta,Edgemere,5,75.89810481,385,3.89
10933,Luxury Corner Apt&bigTerrace. Water&city view 55Fl,Julie,Hell's Kitchen,16,533.6894857,361,2.61
10934,Cozy 3-People Room Close to Subway,Kathy,Borough Park,1,87.42667212,499,3.59
10935,Bright Bushwick Apartment with City Views!,Michael,Bushwick,1,93.39199059,189,2.32
10936,[Female Only]Private Room near Columbia University,Sunny,Upper West Side,1,132.3432476,607,2.46
10937,Three-story house in prime Wburg,Annie,Williamsburg,1,204.597247,344,3.96
10938,Spacious and sunny 2BDR Apt in Queens w/ balcony,Sylvain,Rego Park,5,159.8382963,336,4.06
10939,Dreamy Leafy Tranquility for families + new SUV!,Chelsea And Alistair,Carroll Gardens,1,201.655694,228,3.97
10940,"Experience Brownstone Brooklyn: Comfy, Roomy 2BR",Margenett,Bedford-Stuyvesant,1,195.3729993,215,2.48
10941,Sunny Room in Bushwick Apartment,Breiana,Bushwick,1,93.14457273,239,2.91
10942,Luxury Chelsea penthouse w private terrace & view!,Patty,Chelsea,16,536.646157,252,3.23
10943,"JFK 10 & LGA 15 minutes, One Bed Room",Dr. Shirin,Briarwood,5,77.93148698,307,2.55
10944,"Zen bedroom in Williamsburg, Brooklyn",Catherine,Williamsburg,1,100.4924212,188,4.2
10945,Bright bedroom. Easy access to Manhattan,Yoshi,Red Hook,1,94.15546593,499,4.07
10946,Metro Suite in Manhattan by Central Park/Time (2),ResortShare,Midtown,1,282.796156,498,2.37
10947,Brooklyn Refuge-Private Bedroom w/ Sitting Room,Hildegaard,South Slope,1,91.38105108,488,2.7
10948,Modern large one bedroom apt in HK,Dan,Hell's Kitchen,1,282.796156,165,2.15
10949,"Spacious, light 1br apartment in the LES",Andrea,Lower East Side,1,283.6427787,299,2.18
10950,Cozy Brooklyn Oasis,Linda,Bedford-Stuyvesant,1,268.274642,953,2.5
10951,"Cozy, Elegant & Spacious Studio in Upper East Side",Andrew,Upper East Side,1,274.4916343,243,3.78
10952,Private Suite - room with bathroom,Gregory,Harlem,1,130.8690688,463,3.72
10953,Unique Cozy Sunny converted Studio/One Bedroom,Simi,Lower East Side,1,285.8244749,361,2.16
10954,Beautiful Spacious 1BR near Central Park,JohnR,Hell's Kitchen,16,531.3009752,370,2.63
10955,Beautiful modern room with private bathroom,Darin,Gramercy,16,266.2757579,507,2.46
10956,Gorgeous Apartment in Nolita for 4 Guests!!!,Richard,Little Italy,1,286.1849218,495,3.53
10957,"Artful UWS King Room - near Central Park, Museums",Arthouse Hotel,Upper West Side,16,254.5616482,653,2.68
10958,Entire Garden apartment in Brownstone,Evelyn,Carroll Gardens,1,200.5497669,391,2.05
10959,Cozy Bedstuy Room,Alexander,Bedford-Stuyvesant,1,92.58761478,400,3.35
10960,ROOM WITH VIEW IN MANHATTAN!,Sofia,East Harlem,16,515.6015057,518,3.82
10961,Furnished modern studio luxury elevator building,Leanne,Financial District,16,532.9609767,411,2.46
10962,AMAZING 2 BEDS IN MEATPACKING/CHELSEA MARKET!!,Beatriz,Chelsea,16,534.7101021,214,3.69
10963,Central Park Life! Beautiful 1 Bed.,Mike,Upper West Side,1,280.489109,330,3.45
10964,Eclectic sun-filled LES one bedroom,K,Lower East Side,1,284.7841327,388,2.53
10965,Large room in Williamsburg,James,Williamsburg,16,255.0678747,247,3.11
10966,"Gorgeous + Bright Midtown East 1BR, Doorman, Gym by Blueground",Blueground,Midtown,1,282.1338459,348,4.97
10967,1 Room in Spacious Harlem Manhattan 3BR Home,Tatianna,Harlem,1,129.0918933,606,4.48
10968,Master w/ private bath and sleeping loft. 2 beds,Kate,Upper West Side,1,135.7735829,453,2.58
10969,Large & Elegant Pre-War One Bedroom,Adam,Upper West Side,16,522.6328074,526,2.39
10970,Elegant Spacious Family Townhouse,Ted And Diane,Upper West Side,16,525.3599385,480,3.38
10971,Amazing 1 Bedroom | 1 Bedroom | Skyline View,Kyle,Murray Hill,16,536.1666603,174,3.65
10972,Comfortable & independent apartment in Queens NY,Kevin,East Elmhurst,5,161.6420122,258,4.42
10973,Beautiful Brand New Chelsea Studio,Michael,Chelsea,16,536.4529016,345,3.87
10974,"离缅街步行9分钟的电梯单间,提供免费矿泉水可乐",Jungyen,Flushing,5,78.50554385,192,3.42
10975,True New Yorker Experience in West Village,Leila,Greenwich Village,16,536.3570059,378,2.17
10976,"Stylish apartment/ Serene Room in Williamsburg, BK",Michele,Williamsburg,1,203.58007,587,3.62
10977,Private Room in Brownstone Apartment,Tresanna,Bedford-Stuyvesant,1,92.83996798,427,2.78
10978,Cozy & clean private bedroom. Brooklyn NY,Daniela,Williamsburg,1,95.76049931,271,3.91
10979,Bedroom in Downtown Brooklyn Near Manhattan,Gregory,Downtown Brooklyn,16,256.8307122,698,3.46
10980,Comfortable room with private entrance,Julia,Greenpoint,1,207.2292788,502,4
10981,Clean & Cozy Close to Macy's,Elena,Chelsea,1,150.0213033,241,4.34
10982,Modern 1br downtown Manhattan,Andrew,Financial District,1,284.204144,593,2.71
10983,Lofted Bedroom in Cool Sundrenched Brooklyn Loft,Tina,Bushwick,1,92.88279857,213,2.51
10984,Bright-Friendly-Homey apartment,Maryam,Crown Heights,1,90.37357262,189,2.64
10985,Comfy and Convenient Private Room,Ivy,Ridgewood,5,83.19102694,341,4.67
10986,Furnished Upper East Side LARGE Studio,Masha,Upper East Side,1,275.7408758,527,2.83
10987,1-Bed Apt on East River - 1 stop from Manhattan!,Cassondra,Long Island City,5,178.4313257,509,4.72
10988,Private room for CAT LOVERS,Priscila,East Harlem,16,247.7095302,317,2.15
10989,Midtown East Prime UN Location,Keren,Midtown,16,533.443253,840,4.27
10990,Charming Vinegar Hill 1-bedroom apt w/ backyard,Ali,Vinegar Hill,1,208.4480266,201,2.5
10991,Amazing & Bright Loft-style Room,Aurelie,Williamsburg,1,200.6822392,275,4.38
10992,Private bedroom in a Historic Brownstone House,Raphael,Bedford-Stuyvesant,1,92.88279857,240,2.12
10993,Cute room in Bushwick,Enrique,Bushwick,1,90.96769129,294,2.03
10994,Sunny 1bed Oasis in South Harlem/Upper West Side,Amanda,Harlem,1,267.2679552,467,4.14
10995,Brand New 1 Bdrm Apt in Williamsburg Brooklyn - 3L,Sonia,Williamsburg,1,205.403357,177,3.13
10996,Lovely garden bedroom in Greenpoint,Summer,Greenpoint,1,205.2575268,339,2.26
10997,NEW ! Chic Designer Blue,Jack,Lower East Side,16,262.48843,287,4.67
10998,Sonder | 116 John | Ideal 1BR + Gym,Sonder (NYC),Financial District,16,531.8115514,650,3.68
10999,Seaport Water Front Private Studio,Rachel,Financial District,16,532.2620018,488,4.15
11000,Spacious ground floor in Brooklyn town house,Ofrit,Bedford-Stuyvesant,1,199.2772654,450,2.82
11001,Greenpoint Studio w/ 2 cats,Kevin,Greenpoint,16,525.0739627,368,3.1
11002,Spacious very High ceiling place !,Celin,Harlem,1,128.3186353,425,3.88
11003,1600 sq ft Luxury Duplex Townhouse-Carroll Gardens,Lauren,Carroll Gardens,1,199.3654129,614,3.82
11004,Cozy studio in the Heart of Bedstuy. Modern design,Clara,Bedford-Stuyvesant,1,198.0643868,179,2.46
11005,In the heart of the West Village- cute apartment!,Jennifer,West Village,16,536.7435242,181,3.94
11006,Two Nice Private Rooms in Brooklyn!,Javier,Bedford-Stuyvesant,16,248.0376017,437,3.31
11007,New & Modern 2 BR Brownstone Apt.,Elito,Bedford-Stuyvesant,1,199.4841033,346,3.18
11008,2 TwinXL Beds Walk-To TIME SQUARE #ForReal,Nathan,Hell's Kitchen,16,263.3151496,178,3.37
11009,Vintage Room &prvt bathroom Central Park Manhattan,Alex,Harlem,1,131.2108025,388,2.06
11010,Sonder | 180 Water | Incredible 2BR + Rooftop,Sonder (NYC),Financial District,16,531.3009752,190,2.58
11011,"Stunning, Renovated 2bed/1.5bath Apt in Prime LES!",Vanessa,Chinatown,16,534.7101021,394,4.64
11012,View Waterfront Studio - Manhattan,Dimitry,Battery Park City,16,530.3253518,395,3.34
11013,Amazing entire apt on tree-lined st,Elizabeth,Chelsea,1,287.8989028,159,2.87
11014,Lovely Brooklyn Room great for groups,Annie,Bedford-Stuyvesant,1,93.12243912,379,4.34
11015,Comfortable studio in heart of LES/Chinatown,Yuriy,Chinatown,16,534.2777407,508,3.65
11016,Hippie 1 Bedroom in Chinatown,Amira,Chinatown,1,285.2968013,339,2.58
11017,Charming 1 bedroom on the water!,Heather,East Harlem,16,516.2507299,503,2.98
11018,Beautiful private 1BR apt in Harlem,Alex And Tom,Harlem,16,512.4838203,238,2.87
11019,Spacious 1br in the heart of Bed-Stuy,Liz,Bedford-Stuyvesant,1,196.2486917,424,3.39
11020,BEST LOCATION! On the border of Chelsea/W Village,Nina,West Village,16,536.7435242,267,3.07
11021,Charming 1BR next to subway & walk to Central Park,Fé,East Harlem,1,269.8152407,669,2.27
11022,Garden apartment with private backyard!,Victoria,Bedford-Stuyvesant,1,197.0074949,314,4.57
11023,1 bedroom in 2 bed-apt in the best of Brooklyn,Geraldine,Williamsburg,1,100.7719434,387,3.17
11024,Private Essex Street Bedroom in the LowerEast Side,Timothy,Lower East Side,16,263.8195886,566,2.67
11025,Private room 5 min from manhattan!,Zack,Long Island City,5,139.628542,257,3.72
11026,Oasis in East Village,Daniel,East Village,16,536.072203,435,4.63
11027,★NYC Place with  Private Garden★sleep 4★,Jane,Bushwick,1,91.87525245,602,3.84
11028,Shared room in Hell's Kitchen near Times Square 1,Kuzey,Hell's Kitchen,16,200.3255313,422,3.09
11029,Basic Little Italy 2,Billy,Little Italy,1,147.2644273,334,3.47
11030,Well located studio in the heart of NYC.,Abdiaziz,Harlem,16,515.7992342,176,2.51
11031,Terrific Apartment in the Heart of Williambsburg,Sam,Williamsburg,1,99.104077,172,3.48
11032,Amazing Location! Apartment in South Williamsburg,Ismael,Williamsburg,1,206.2605056,363,2.28
11033,Ground Floor Apartment in Brooklyn!,Erica & Tayo,Bedford-Stuyvesant,1,197.0074949,311,3.67
11034,Modern and bright duplex in central Cobble Hill,Daniel,Cobble Hill,1,202.560178,181,4.68
11035,Luxury 360 City views in Manhattan close to T Sq,Michael,Hell's Kitchen,17,533.2004403,358,3.24
11036,Big Master bedroom with attached Private Bathroom,Blake,Bedford-Stuyvesant,1,92.71280946,188,1.83
11037,"St Regis Hotel, NYC Luxury Hotel Rooms by Owners",Mark,Midtown,17,262.3550881,240,3.78
11038,"Cozy home # 2 In Brooklyn 20 min from N,y,c. 3bed",Freddy,Borough Park,16,509.0490426,597,2.61
11039,Stylish Apt in Heart of Ft. Greene,Amy,Fort Greene,16,253.1150601,315,2.02
11040,Small room with convenient commute,Xiangyu,Elmhurst,5,81.40565706,424,3.32
11041,Private bedroom in Gorgeous Tonwhouse/Backyard,Raphael,Bedford-Stuyvesant,1,93.01264823,583,2.95
11042,Spacious 1 Bdrm in Queens w Manhattan views,Ali,Maspeth,5,84.61592595,243,3.2
11043,Inwood Manhattan everything close!!,Waldy,Inwood,1,124.5357782,590,1.83
11044,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,Gaia,Astoria,5,200.7490694,327,4.9
11045,Modern: 5mins to train; 30min to Times-2 Bath (2),Eduardo,Jackson Heights,5,80.61201304,185,2.75
11046,"Railroad Apt in Greenpoint, BKLYN",Ira,Greenpoint,16,526.5681057,260,2.37
11047,The Gingerheadman's House!,Jonathan E,Crown Heights,1,91.76261396,740,4.13
11048,Brooklyn Two Bed with Private Garden,Judith,Greenpoint,1,211.2945777,679,2.52
11049,The oriental room in Greenpoint mins to Manhattan,Jimmy,Greenpoint,1,102.0624709,248,3.46
11050,Bushwick plays,Jourdain,Bushwick,1,90.51355161,218,2.58
11051,Bright airy rooms in Queens close to transport,Malca,Kew Gardens Hills,5,78.16450417,174,2.72
11052,Sunny Brooklyn Apartment with Full Kitchen,Jeanette,Navy Yard,1,204.5513209,312,1.66
11053,"Renovated 3BR, 2 Full Bath with Washer & Dryer",Lucy,Crown Heights,1,193.5251131,319,2.83
11054,Guest House,Stanislav,Brighton Beach,1,83.57824139,338,3.58
11055,Cozy Studio In Crown Heights,Kyle,Crown Heights,1,132.3045727,314,4.08
11056,BIG FACTORY LOFT - HIP BUSHWICK NEAR 2 METROS!!,Blake And Madia,Bushwick,1,92.96913691,389,3.71
11057,"Central Brooklyn
Beautiful Rooms
Room Vista",Keisha,Canarsie,1,85.36534692,387,2.02
11058,"Homey private room in Inwood, Manhattan",Sarah & JC,Inwood,16,241.2313775,390,3.13
11059,1 private bedroom in Williamsburg,Mo,Williamsburg,16,253.0540248,308,3.61
11060,Cozy & Spacious Room in E. Williamsburg.(with AC),Tian,Williamsburg,1,96.30992437,443,3.72
11061,纽约之家(Sunny Home4),Amy,Flushing,20,242.5525249,273,2.95
11062,A Peaceful Studio In The Heart of BK,Hui Chong,Crown Heights,1,267.3331983,174,3.6
11063,Classy NY charm place with sunlight (so rare),Alla,Hell's Kitchen,16,262.6230122,481,3.32
11064,"Charming 1 bedroom apartment, Williamsburg BK",Maria,Williamsburg,1,202.3660063,192,2.58
11065,Upper West Side Central Park apartment,Tal,Upper West Side,1,278.9420793,545,3.02
11066,Loft in the heart of Bushwick (jefferson L),Jefferson,Bushwick,1,197.8587947,403,3.3
11067,Luxury Studio Apartment in NYC'S Chelsea District,Kara,Chelsea,16,538.2660165,324,2.79
11068,Charming Bedroom in Cozy East Harlem Apartment,Xiomara,East Harlem,16,247.9375946,249,2.67
11069,★Hip ★Subway 1 min ★Backyard  ★3Beds ★Huge ★Duplex,Anna,Bedford-Stuyvesant,16,251.208612,376,2.43
11070,Artist Ft Greene Brownstone Garden View,Miriam,Fort Greene,1,201.8385165,569,3.43
11071,Cozy Room With Big Comfortable Bed!,Tosin/Rashon,East Harlem,1,131.8732408,397,2.3
11072,"BOUTIQUE LUXURY 2 Bedroom, 2 bath Apt in Chelsea",Jazil,Chelsea,1,288.6091878,473,3.46
11073,Uptown 1-bdr apartment. 2 stops to Times Sq!,Vaz,Morningside Heights,1,265.1965558,611,2.71
11074,Beautiful studio next to Manhattan NY!,Evelyn,Long Island City,5,177.6004707,284,2.61
11075,NYUW05-2: Centra Park one bedroom by river,Laura,Upper West Side,16,248.9663151,367,2.02
11076,LUXURY IN MURRAY HILL-25TH FLR/W/DRYER-FANTASTIC!,Ruchi,Murray Hill,16,536.646157,592,2.39
